bird,group,active,pathway,area,slice,cFos_exact,ZENK_exact,cFos_Int,ZENK_Int,Total,Total_Int,cFos_percent,cFos,ZENK_percent,ZENK
2,ALAN,no,Extra,APH,1,4.6,14.6,46,146,100,1000,4.6,5,14.6,15
2,ALAN,no,Extra,APH,2,3.3,16.6,33,166,100,1000,3.3,3,16.6,17
3,ALAN,no,Extra,APH,1,8.7,35.5,87,355,100,1000,8.7,9,35.5,36
3,ALAN,no,Extra,APH,2,0.6,9,6,90,100,1000,0.6,1,9,9
4,day,yes,Extra,APH,1,0,0.2,0,2,100,1000,0,0,0.2,0
6,day,yes,Extra,APH,1,0.8,2,8,20,100,1000,0.8,1,2,2
6,day,yes,Extra,APH,2,2.2,0.6,22,6,100,1000,2.2,2,0.6,1
13,night,no,Extra,APH,1,0,0.9,0,9,100,1000,0,0,0.9,1
13,night,no,Extra,APH,2,0,0,0,0,100,1000,0,0,0,0
14,ALAN,yes,Extra,APH,1,1.8,1.8,18,18,100,1000,1.8,2,1.8,2
14,ALAN,yes,Extra,APH,2,0.9,3.2,9,32,100,1000,0.9,1,3.2,3
15,ALAN,yes,Extra,APH,1,0.3,3.1,3,31,100,1000,0.3,0,3.1,3
15,ALAN,yes,Extra,APH,2,2.7,4.5,27,45,100,1000,2.7,3,4.5,5
16,day,yes,Extra,APH,1,0,0.4,0,4,100,1000,0,0,0.4,0
16,day,yes,Extra,APH,2,0.8,0,8,0,100,1000,0.8,1,0,0
18,night,no,Extra,APH,1,0,1,0,10,100,1000,0,0,1,1
18,night,no,Extra,APH,2,0,9.4,0,94,100,1000,0,0,9.4,9
20,ALAN,yes,Extra,APH,1,0,8.1,0,81,100,1000,0,0,8.1,8
21,night,no,Extra,APH,1,1.3,11.2,13,112,100,1000,1.3,1,11.2,11
21,night,no,Extra,APH,2,0.8,8.3,8,83,100,1000,0.8,1,8.3,8
22,night,no,Extra,APH,1,0,0,0,0,100,1000,0,0,0,0
22,night,no,Extra,APH,2,0,1.4,0,14,100,1000,0,0,1.4,1
24,day,yes,Extra,APH,1,7.3,6.3,73,63,100,1000,7.3,7,6.3,6
2,ALAN,no,Extra,MMD,1,1,8,10,80,100,1000,1,1,8,8
2,ALAN,no,Extra,MMD,2,2.6,16.1,26,161,100,1000,2.6,3,16.1,16
2,ALAN,no,Extra,MMD,3,3.4,14.2,34,142,100,1000,3.4,3,14.2,14
3,ALAN,no,Extra,MMD,1,6,27.9,60,279,100,1000,6,6,27.9,28
3,ALAN,no,Extra,MMD,2,4,34.7,40,347,100,1000,4,4,34.7,35
3,ALAN,no,Extra,MMD,3,2.2,21.8,22,218,100,1000,2.2,2,21.8,22
4,day,yes,Extra,MMD,1,1.1,8.3,11,83,100,1000,1.1,1,8.3,8
4,day,yes,Extra,MMD,2,1.3,9.3,13,93,100,1000,1.3,1,9.3,9
6,day,yes,Extra,MMD,1,4.9,10.3,49,103,100,1000,4.9,5,10.3,10
6,day,yes,Extra,MMD,2,3.6,8.4,36,84,100,1000,3.6,4,8.4,8
6,day,yes,Extra,MMD,3,10.9,22,109,220,100,1000,10.9,11,22,22
13,night,no,Extra,MMD,1,0.8,4.2,8,42,100,1000,0.8,1,4.2,4
13,night,no,Extra,MMD,2,0,2.1,0,21,100,1000,0,0,2.1,2
13,night,no,Extra,MMD,3,0.4,12.4,4,124,100,1000,0.4,0,12.4,12
14,ALAN,yes,Extra,MMD,1,8.4,5.7,84,57,100,1000,8.4,8,5.7,6
14,ALAN,yes,Extra,MMD,2,6.1,20.4,61,204,100,1000,6.1,6,20.4,20
14,ALAN,yes,Extra,MMD,3,4.1,25.5,41,255,100,1000,4.1,4,25.5,26
15,ALAN,yes,Extra,MMD,1,3.5,19.7,35,197,100,1000,3.5,4,19.7,20
15,ALAN,yes,Extra,MMD,2,3.3,45.7,33,457,100,1000,3.3,3,45.7,46
15,ALAN,yes,Extra,MMD,3,3.5,30,35,300,100,1000,3.5,4,30,30
16,day,yes,Extra,MMD,1,1.2,1.6,12,16,100,1000,1.2,1,1.6,2
16,day,yes,Extra,MMD,2,0.4,4.2,4,42,100,1000,0.4,0,4.2,4
16,day,yes,Extra,MMD,3,0.2,11.4,2,114,100,1000,0.2,0,11.4,11
18,night,no,Extra,MMD,1,1.1,25.9,11,259,100,1000,1.1,1,25.9,26
18,night,no,Extra,MMD,2,3.7,19.1,37,191,100,1000,3.7,4,19.1,19
18,night,no,Extra,MMD,3,1.5,15.9,15,159,100,1000,1.5,2,15.9,16
20,ALAN,yes,Extra,MMD,1,4.4,32.3,44,323,100,1000,4.4,4,32.3,32
20,ALAN,yes,Extra,MMD,2,4.2,38.4,42,384,100,1000,4.2,4,38.4,38
21,night,no,Extra,MMD,1,3.4,6.6,34,66,100,1000,3.4,3,6.6,7
21,night,no,Extra,MMD,2,2.8,8.4,28,84,100,1000,2.8,3,8.4,8
21,night,no,Extra,MMD,3,2.1,9.7,21,97,100,1000,2.1,2,9.7,10
22,night,no,Extra,MMD,1,2.4,7.3,24,73,100,1000,2.4,2,7.3,7
22,night,no,Extra,MMD,2,0,9.8,0,98,100,1000,0,0,9.8,10
22,night,no,Extra,MMD,3,0.5,7.8,5,78,100,1000,0.5,1,7.8,8
22,night,no,Extra,MMD,4,0.7,11.8,7,118,100,1000,0.7,1,11.8,12
24,day,yes,Extra,MMD,1,4.5,5.9,45,59,100,1000,4.5,5,5.9,6
24,day,yes,Extra,MMD,2,1.9,4,19,40,100,1000,1.9,2,4,4
24,day,yes,Extra,MMD,3,5.8,10.7,58,107,100,1000,5.8,6,10.7,11
2,ALAN,no,Extra,E,1,2.1,22.3,21,223,100,1000,2.1,2,22.3,22
3,ALAN,no,Extra,E,1,0.4,14.7,4,147,100,1000,0.4,0,14.7,15
4,day,yes,Extra,E,1,0.6,14.8,6,148,100,1000,0.6,1,14.8,15
6,day,yes,Extra,E,1,1.1,14.1,11,141,100,1000,1.1,1,14.1,14
13,night,no,Extra,E,1,0.7,6.6,7,66,100,1000,0.7,1,6.6,7
14,ALAN,yes,Extra,E,1,2.9,15.7,29,157,100,1000,2.9,3,15.7,16
15,ALAN,yes,Extra,E,1,0.6,20.1,6,201,100,1000,0.6,1,20.1,20
16,day,yes,Extra,E,1,0,7.3,0,73,100,1000,0,0,7.3,7
18,night,no,Extra,E,1,0.5,3.6,5,36,100,1000,0.5,1,3.6,4
20,ALAN,yes,Extra,E,1,1.4,12.2,14,122,100,1000,1.4,1,12.2,12
21,night,no,Extra,E,1,0.7,8.4,7,84,100,1000,0.7,1,8.4,8
24,day,yes,Extra,E,1,0.4,7.7,4,77,100,1000,0.4,0,7.7,8
2,ALAN,no,Extra,StP,1,1,10,10,100,100,1000,1,1,10,10
2,ALAN,no,Extra,StP,2,1.1,9.2,11,92,100,1000,1.1,1,9.2,9
2,ALAN,no,Extra,StP,3,3.7,16.8,37,168,100,1000,3.7,4,16.8,17
3,ALAN,no,Extra,StP,1,1,7.7,10,77,100,1000,1,1,7.7,8
3,ALAN,no,Extra,StP,2,0.7,8.9,7,89,100,1000,0.7,1,8.9,9
3,ALAN,no,Extra,StP,3,0.9,16.4,9,164,100,1000,0.9,1,16.4,16
4,day,yes,Extra,StP,1,0,7.2,0,72,100,1000,0,0,7.2,7
6,day,yes,Extra,StP,1,0.9,11.6,9,116,100,1000,0.9,1,11.6,12
6,day,yes,Extra,StP,2,1.2,10.4,12,104,100,1000,1.2,1,10.4,10
6,day,yes,Extra,StP,3,3.1,14.7,31,147,100,1000,3.1,3,14.7,15
13,night,no,Extra,StP,1,0,4.6,0,46,100,1000,0,0,4.6,5
13,night,no,Extra,StP,2,0,2.5,0,25,100,1000,0,0,2.5,3
13,night,no,Extra,StP,3,0,5.6,0,56,100,1000,0,0,5.6,6
14,ALAN,yes,Extra,StP,1,4,23.5,40,235,100,1000,4,4,23.5,24
14,ALAN,yes,Extra,StP,2,6.7,16.7,67,167,100,1000,6.7,7,16.7,17
14,ALAN,yes,Extra,StP,3,2,25,20,250,100,1000,2,2,25,25
15,ALAN,yes,Extra,StP,1,2.1,12.8,21,128,100,1000,2.1,2,12.8,13
15,ALAN,yes,Extra,StP,2,0.3,19.3,3,193,100,1000,0.3,0,19.3,19
15,ALAN,yes,Extra,StP,3,0.8,7.5,8,75,100,1000,0.8,1,7.5,8
16,day,yes,Extra,StP,1,0,5.5,0,55,100,1000,0,0,5.5,6
16,day,yes,Extra,StP,2,0,6.2,0,62,100,1000,0,0,6.2,6
16,day,yes,Extra,StP,3,0,7,0,70,100,1000,0,0,7,7
18,night,no,Extra,StP,1,0,14.9,0,149,100,1000,0,0,14.9,15
18,night,no,Extra,StP,2,0,8.4,0,84,100,1000,0,0,8.4,8
20,ALAN,yes,Extra,StP,1,3.4,21.2,34,212,100,1000,3.4,3,21.2,21
21,night,no,Extra,StP,1,2.4,12.1,24,121,100,1000,2.4,2,12.1,12
21,night,no,Extra,StP,2,2.3,13.9,23,139,100,1000,2.3,2,13.9,14
21,night,no,Extra,StP,3,2.5,10.8,25,108,100,1000,2.5,3,10.8,11
22,night,no,Extra,StP,1,0,4.2,0,42,100,1000,0,0,4.2,4
22,night,no,Extra,StP,2,0.9,8.6,9,86,100,1000,0.9,1,8.6,9
24,day,yes,Extra,StP,1,5.7,28.7,57,287,100,1000,5.7,6,28.7,29
24,day,yes,Extra,StP,2,2.9,15.1,29,151,100,1000,2.9,3,15.1,15
24,day,yes,Extra,StP,3,0.3,37.7,3,377,100,1000,0.3,0,37.7,38
2,ALAN,no,Extra,MLV,1,2.8,14.8,28,148,100,1000,2.8,3,14.8,15
2,ALAN,no,Extra,MLV,2,2.6,13.9,26,139,100,1000,2.6,3,13.9,14
2,ALAN,no,Extra,MLV,3,1.6,19.3,16,193,100,1000,1.6,2,19.3,19
3,ALAN,no,Extra,MLV,1,1.4,17.3,14,173,100,1000,1.4,1,17.3,17
3,ALAN,no,Extra,MLV,2,1.1,13.3,11,133,100,1000,1.1,1,13.3,13
3,ALAN,no,Extra,MLV,3,1.5,18.7,15,187,100,1000,1.5,2,18.7,19
4,day,yes,Extra,MLV,1,0.6,23.6,6,236,100,1000,0.6,1,23.6,24
4,day,yes,Extra,MLV,2,0.5,11.1,5,111,100,1000,0.5,1,11.1,11
4,day,yes,Extra,MLV,3,0.1,13.7,1,137,100,1000,0.1,0,13.7,14
6,day,yes,Extra,MLV,1,3.3,18.6,33,186,100,1000,3.3,3,18.6,19
6,day,yes,Extra,MLV,2,1.7,8.7,17,87,100,1000,1.7,2,8.7,9
6,day,yes,Extra,MLV,3,2.5,13.6,25,136,100,1000,2.5,3,13.6,14
13,night,no,Extra,MLV,1,0.3,8.7,3,87,100,1000,0.3,0,8.7,9
13,night,no,Extra,MLV,2,0,3.6,0,36,100,1000,0,0,3.6,4
13,night,no,Extra,MLV,3,0.2,0.9,2,9,100,1000,0.2,0,0.9,1
14,ALAN,yes,Extra,MLV,1,2.3,12.1,23,121,100,1000,2.3,2,12.1,12
14,ALAN,yes,Extra,MLV,2,2,6.6,20,66,100,1000,2,2,6.6,7
14,ALAN,yes,Extra,MLV,3,2.8,15.4,28,154,100,1000,2.8,3,15.4,15
15,ALAN,yes,Extra,MLV,1,2,25.9,20,259,100,1000,2,2,25.9,26
15,ALAN,yes,Extra,MLV,2,2,25.4,20,254,100,1000,2,2,25.4,25
15,ALAN,yes,Extra,MLV,3,1.6,19.4,16,194,100,1000,1.6,2,19.4,19
16,day,yes,Extra,MLV,1,0.5,12.5,5,125,100,1000,0.5,1,12.5,13
16,day,yes,Extra,MLV,2,0.2,10.1,2,101,100,1000,0.2,0,10.1,10
16,day,yes,Extra,MLV,3,0.1,12.6,1,126,100,1000,0.1,0,12.6,13
18,night,no,Extra,MLV,1,0.2,12.4,2,124,100,1000,0.2,0,12.4,12
18,night,no,Extra,MLV,2,1.2,14.6,12,146,100,1000,1.2,1,14.6,15
18,night,no,Extra,MLV,3,0.5,18.1,5,181,100,1000,0.5,1,18.1,18
20,ALAN,yes,Extra,MLV,1,0.9,18,9,180,100,1000,0.9,1,18,18
20,ALAN,yes,Extra,MLV,2,2.6,26.6,26,266,100,1000,2.6,3,26.6,27
20,ALAN,yes,Extra,MLV,3,3.5,19.1,35,191,100,1000,3.5,4,19.1,19
21,night,no,Extra,MLV,1,1.1,5.2,11,52,100,1000,1.1,1,5.2,5
21,night,no,Extra,MLV,2,0.3,14.3,3,143,100,1000,0.3,0,14.3,14
21,night,no,Extra,MLV,3,3,19,30,190,100,1000,3,3,19,19
21,night,no,Extra,MLV,4,0.3,4.1,3,41,100,1000,0.3,0,4.1,4
22,night,no,Extra,MLV,1,0,11.2,0,112,100,1000,0,0,11.2,11
22,night,no,Extra,MLV,2,0.2,7.3,2,73,100,1000,0.2,0,7.3,7
24,day,yes,Extra,MLV,1,2,22.3,20,223,100,1000,2,2,22.3,22
24,day,yes,Extra,MLV,2,2.4,20.5,24,205,100,1000,2.4,2,20.5,21
24,day,yes,Extra,MLV,3,1.8,20.7,18,207,100,1000,1.8,2,20.7,21
2,ALAN,no,Visual,Eco,1,0.1,2.8,1,28,100,1000,0.1,0,2.8,3
2,ALAN,no,Visual,Eco,2,0.1,2.1,1,21,100,1000,0.1,0,2.1,2
2,ALAN,no,Visual,Eco,3,0,0.7,0,7,100,1000,0,0,0.7,1
3,ALAN,no,Visual,Eco,1,0.1,0.9,1,9,100,1000,0.1,0,0.9,1
3,ALAN,no,Visual,Eco,2,0,1.2,0,12,100,1000,0,0,1.2,1
4,day,yes,Visual,Eco,1,0.3,0.3,3,3,100,1000,0.3,0,0.3,0
4,day,yes,Visual,Eco,2,0.3,0.7,3,7,100,1000,0.3,0,0.7,1
6,day,yes,Visual,Eco,1,0.4,3.2,4,32,100,1000,0.4,0,3.2,3
6,day,yes,Visual,Eco,2,5.7,1.3,57,13,100,1000,5.7,6,1.3,1
6,day,yes,Visual,Eco,3,0.2,0,2,0,100,1000,0.2,0,0,0
13,night,no,Visual,Eco,1,0.2,0,2,0,100,1000,0.2,0,0,0
13,night,no,Visual,Eco,2,0.6,2,6,20,100,1000,0.6,1,2,2
14,ALAN,yes,Visual,Eco,1,0,0.2,0,2,100,1000,0,0,0.2,0
14,ALAN,yes,Visual,Eco,2,0,0.7,0,7,100,1000,0,0,0.7,1
15,ALAN,yes,Visual,Eco,1,0.2,0.6,2,6,100,1000,0.2,0,0.6,1
15,ALAN,yes,Visual,Eco,2,0.2,0.6,2,6,100,1000,0.2,0,0.6,1
16,day,yes,Visual,Eco,1,0,0.8,0,8,100,1000,0,0,0.8,1
16,day,yes,Visual,Eco,2,0.1,0.4,1,4,100,1000,0.1,0,0.4,0
16,day,yes,Visual,Eco,3,0,0.7,0,7,100,1000,0,0,0.7,1
18,night,no,Visual,Eco,1,0.1,2,1,20,100,1000,0.1,0,2,2
18,night,no,Visual,Eco,2,0.4,1.7,4,17,100,1000,0.4,0,1.7,2
18,night,no,Visual,Eco,3,0.1,2.7,1,27,100,1000,0.1,0,2.7,3
20,ALAN,yes,Visual,Eco,1,0.3,3.3,3,33,100,1000,0.3,0,3.3,3
20,ALAN,yes,Visual,Eco,2,0,0,0,0,100,1000,0,0,0,0
20,ALAN,yes,Visual,Eco,3,0,0.2,0,2,100,1000,0,0,0.2,0
21,night,no,Visual,Eco,1,0,6.2,0,62,100,1000,0,0,6.2,6
21,night,no,Visual,Eco,2,1.2,12,12,120,100,1000,1.2,1,12,12
22,night,no,Visual,Eco,1,0,3,0,30,100,1000,0,0,3,3
24,day,yes,Visual,Eco,1,0,1.3,0,13,100,1000,0,0,1.3,1
24,day,yes,Visual,Eco,2,0.3,12.4,3,124,100,1000,0.3,0,12.4,12
2,ALAN,no,Visual,NE,1,0.1,1.3,1,13,100,1000,0.1,0,1.3,1
2,ALAN,no,Visual,NE,2,0.2,4.6,2,46,100,1000,0.2,0,4.6,5
2,ALAN,no,Visual,NE,3,0,6.3,0,63,100,1000,0,0,6.3,6
3,ALAN,no,Visual,NE,1,0.3,11.2,3,112,100,1000,0.3,0,11.2,11
3,ALAN,no,Visual,NE,2,0.5,11.1,5,111,100,1000,0.5,1,11.1,11
4,day,yes,Visual,NE,1,0.1,13.9,1,139,100,1000,0.1,0,13.9,14
4,day,yes,Visual,NE,2,0.3,13.8,3,138,100,1000,0.3,0,13.8,14
6,day,yes,Visual,NE,1,0.4,6.3,4,63,100,1000,0.4,0,6.3,6
6,day,yes,Visual,NE,2,0.1,4.6,1,46,100,1000,0.1,0,4.6,5
6,day,yes,Visual,NE,3,0.3,11.5,3,115,100,1000,0.3,0,11.5,12
13,night,no,Visual,NE,1,0.1,0.7,1,7,100,1000,0.1,0,0.7,1
13,night,no,Visual,NE,2,0.5,3.5,5,35,100,1000,0.5,1,3.5,4
14,ALAN,yes,Visual,NE,1,0.8,4.6,8,46,100,1000,0.8,1,4.6,5
14,ALAN,yes,Visual,NE,2,1,3.2,10,32,100,1000,1,1,3.2,3
15,ALAN,yes,Visual,NE,1,0.6,21,6,210,100,1000,0.6,1,21,21
15,ALAN,yes,Visual,NE,2,0,6.1,0,61,100,1000,0,0,6.1,6
16,day,yes,Visual,NE,1,0,2.5,0,25,100,1000,0,0,2.5,3
16,day,yes,Visual,NE,2,0.2,4.5,2,45,100,1000,0.2,0,4.5,5
16,day,yes,Visual,NE,3,0,18,0,180,100,1000,0,0,18,18
18,night,no,Visual,NE,1,0.1,1.6,1,16,100,1000,0.1,0,1.6,2
18,night,no,Visual,NE,2,0,4,0,40,100,1000,0,0,4,4
18,night,no,Visual,NE,3,0,3.3,0,33,100,1000,0,0,3.3,3
20,ALAN,yes,Visual,NE,1,0.6,18.3,6,183,100,1000,0.6,1,18.3,18
21,night,no,Visual,NE,1,0,0.7,0,7,100,1000,0,0,0.7,1
21,night,no,Visual,NE,2,2.4,16.4,24,164,100,1000,2.4,2,16.4,16
22,night,no,Visual,NE,1,0.3,3,3,30,100,1000,0.3,0,3,3
24,day,yes,Visual,NE,1,0.3,4.7,3,47,100,1000,0.3,0,4.7,5
24,day,yes,Visual,NE,2,2.2,35.5,22,355,100,1000,2.2,2,35.5,36
2,ALAN,no,Visual,StE,1,0.2,5.9,2,59,100,1000,0.2,0,5.9,6
2,ALAN,no,Visual,StE,2,0.4,5.5,4,55,100,1000,0.4,0,5.5,6
2,ALAN,no,Visual,StE,3,0.5,6.1,5,61,100,1000,0.5,1,6.1,6
3,ALAN,no,Visual,StE,1,0,10.2,0,102,100,1000,0,0,10.2,10
3,ALAN,no,Visual,StE,2,0,9.4,0,94,100,1000,0,0,9.4,9
4,day,yes,Visual,StE,1,0.2,5.5,2,55,100,1000,0.2,0,5.5,6
4,day,yes,Visual,StE,2,0.3,12.8,3,128,100,1000,0.3,0,12.8,13
6,day,yes,Visual,StE,1,0,12.8,0,128,100,1000,0,0,12.8,13
6,day,yes,Visual,StE,2,1,19.4,10,194,100,1000,1,1,19.4,19
14,ALAN,yes,Visual,StE,1,1.1,7.1,11,71,100,1000,1.1,1,7.1,7
14,ALAN,yes,Visual,StE,2,0.5,3.4,5,34,100,1000,0.5,1,3.4,3
14,ALAN,yes,Visual,StE,3,1.2,10.6,12,106,100,1000,1.2,1,10.6,11
15,ALAN,yes,Visual,StE,1,0.3,10.1,3,101,100,1000,0.3,0,10.1,10
15,ALAN,yes,Visual,StE,2,0.6,15.7,6,157,100,1000,0.6,1,15.7,16
16,day,yes,Visual,StE,1,0,5.4,0,54,100,1000,0,0,5.4,5
16,day,yes,Visual,StE,2,0,10,0,100,100,1000,0,0,10,10
18,night,no,Visual,StE,1,0.1,14.3,1,143,100,1000,0.1,0,14.3,14
18,night,no,Visual,StE,2,0,3.7,0,37,100,1000,0,0,3.7,4
18,night,no,Visual,StE,3,0,8.6,0,86,100,1000,0,0,8.6,9
20,ALAN,yes,Visual,StE,1,0.7,10.6,7,106,100,1000,0.7,1,10.6,11
20,ALAN,yes,Visual,StE,2,1.2,12.5,12,125,100,1000,1.2,1,12.5,13
20,ALAN,yes,Visual,StE,3,0.8,15.9,8,159,100,1000,0.8,1,15.9,16
21,night,no,Visual,StE,1,1.3,14.4,13,144,100,1000,1.3,1,14.4,14
21,night,no,Visual,StE,2,0.8,8.3,8,83,100,1000,0.8,1,8.3,8
22,night,no,Visual,StE,1,0.1,5.3,1,53,100,1000,0.1,0,5.3,5
24,day,yes,Visual,StE,1,0.3,15.2,3,152,100,1000,0.3,0,15.2,15
24,day,yes,Visual,StE,2,0.3,13.7,3,137,100,1000,0.3,0,13.7,14
2,ALAN,no,Visual,MVe,1,0.4,3.2,4,32,100,1000,0.4,0,3.2,3
2,ALAN,no,Visual,MVe,2,1.3,6.8,13,68,100,1000,1.3,1,6.8,7
2,ALAN,no,Visual,MVe,3,0.3,1.3,3,13,100,1000,0.3,0,1.3,1
2,ALAN,no,Visual,MVe,4,0.3,3,3,30,100,1000,0.3,0,3,3
2,ALAN,no,Visual,MVe,5,0.2,3.7,2,37,100,1000,0.2,0,3.7,4
3,ALAN,no,Visual,MVe,1,1.1,18.6,11,186,100,1000,1.1,1,18.6,19
3,ALAN,no,Visual,MVe,2,0.7,7.3,7,73,100,1000,0.7,1,7.3,7
3,ALAN,no,Visual,MVe,3,0.2,9.9,2,99,100,1000,0.2,0,9.9,10
4,day,yes,Visual,MVe,1,0.4,11,4,110,100,1000,0.4,0,11,11
4,day,yes,Visual,MVe,2,0.6,12.4,6,124,100,1000,0.6,1,12.4,12
6,day,yes,Visual,MVe,1,1.5,6.6,15,66,100,1000,1.5,2,6.6,7
13,night,no,Visual,MVe,1,0.1,2.8,1,28,100,1000,0.1,0,2.8,3
13,night,no,Visual,MVe,2,0,0.6,0,6,100,1000,0,0,0.6,1
13,night,no,Visual,MVe,3,0.2,1.6,2,16,100,1000,0.2,0,1.6,2
13,night,no,Visual,MVe,4,0,0.8,0,8,100,1000,0,0,0.8,1
14,ALAN,yes,Visual,MVe,1,1.8,5.8,18,58,100,1000,1.8,2,5.8,6
14,ALAN,yes,Visual,MVe,2,0.9,5.3,9,53,100,1000,0.9,1,5.3,5
14,ALAN,yes,Visual,MVe,3,1.1,5.1,11,51,100,1000,1.1,1,5.1,5
15,ALAN,yes,Visual,MVe,1,0.8,17.4,8,174,100,1000,0.8,1,17.4,17
15,ALAN,yes,Visual,MVe,2,0,10.3,0,103,100,1000,0,0,10.3,10
15,ALAN,yes,Visual,MVe,3,1.2,28.2,12,282,100,1000,1.2,1,28.2,28
16,day,yes,Visual,MVe,1,0.2,11.8,2,118,100,1000,0.2,0,11.8,12
16,day,yes,Visual,MVe,2,0,4.1,0,41,100,1000,0,0,4.1,4
16,day,yes,Visual,MVe,3,0,16.4,0,164,100,1000,0,0,16.4,16
18,night,no,Visual,MVe,1,0.5,17.4,5,174,100,1000,0.5,1,17.4,17
18,night,no,Visual,MVe,2,0.1,10.3,1,103,100,1000,0.1,0,10.3,10
18,night,no,Visual,MVe,3,0.1,10.7,1,107,100,1000,0.1,0,10.7,11
20,ALAN,yes,Visual,MVe,1,0.2,16.8,2,168,100,1000,0.2,0,16.8,17
20,ALAN,yes,Visual,MVe,2,1.3,18.1,13,181,100,1000,1.3,1,18.1,18
20,ALAN,yes,Visual,MVe,3,1,22,10,220,100,1000,1,1,22,22
21,night,no,Visual,MVe,1,1,18,10,180,100,1000,1,1,18,18
21,night,no,Visual,MVe,2,0.5,3.3,5,33,100,1000,0.5,1,3.3,3
21,night,no,Visual,MVe,3,0.7,12.2,7,122,100,1000,0.7,1,12.2,12
21,night,no,Visual,MVe,4,0.1,3.1,1,31,100,1000,0.1,0,3.1,3
21,night,no,Visual,MVe,5,0.2,2.7,2,27,100,1000,0.2,0,2.7,3
22,night,no,Visual,MVe,1,0.1,1.9,1,19,100,1000,0.1,0,1.9,2
22,night,no,Visual,MVe,2,0.2,8,2,80,100,1000,0.2,0,8,8
24,day,yes,Visual,MVe,1,0.3,15.4,3,154,100,1000,0.3,0,15.4,15
24,day,yes,Visual,MVe,2,0.7,27.1,7,271,100,1000,0.7,1,27.1,27
24,day,yes,Visual,MVe,3,5.5,37,55,370,100,1000,5.5,6,37,37
2,ALAN,no,Visual,PMD,1,1,14,10,140,100,1000,1,1,14,14
2,ALAN,no,Visual,PMD,2,0.2,4.5,2,45,100,1000,0.2,0,4.5,5
2,ALAN,no,Visual,PMD,3,0,3.4,0,34,100,1000,0,0,3.4,3
3,ALAN,no,Visual,PMD,1,3.2,24.7,32,247,100,1000,3.2,3,24.7,25
3,ALAN,no,Visual,PMD,2,4.6,30.1,46,301,100,1000,4.6,5,30.1,30
4,day,yes,Visual,PMD,1,0.7,10.1,7,101,100,1000,0.7,1,10.1,10
6,day,yes,Visual,PMD,1,7.3,18.6,73,186,100,1000,7.3,7,18.6,19
6,day,yes,Visual,PMD,2,4.2,21.3,42,213,100,1000,4.2,4,21.3,21
6,day,yes,Visual,PMD,3,4.1,26.8,41,268,100,1000,4.1,4,26.8,27
13,night,no,Visual,PMD,1,0.6,2.6,6,26,100,1000,0.6,1,2.6,3
13,night,no,Visual,PMD,2,0.4,4.2,4,42,100,1000,0.4,0,4.2,4
14,ALAN,yes,Visual,PMD,1,6.6,12.2,66,122,100,1000,6.6,7,12.2,12
14,ALAN,yes,Visual,PMD,2,10.9,17.4,109,174,100,1000,10.9,11,17.4,17
14,ALAN,yes,Visual,PMD,3,6.1,20.7,61,207,100,1000,6.1,6,20.7,21
14,ALAN,yes,Visual,PMD,4,5.2,20.6,52,206,100,1000,5.2,5,20.6,21
15,ALAN,yes,Visual,PMD,1,2.7,22.5,27,225,100,1000,2.7,3,22.5,23
15,ALAN,yes,Visual,PMD,2,2,22.8,20,228,100,1000,2,2,22.8,23
15,ALAN,yes,Visual,PMD,3,1.6,21.6,16,216,100,1000,1.6,2,21.6,22
16,day,yes,Visual,PMD,1,0.5,10.9,5,109,100,1000,0.5,1,10.9,11
16,day,yes,Visual,PMD,2,0.1,8.2,1,82,100,1000,0.1,0,8.2,8
16,day,yes,Visual,PMD,3,0.3,6,3,60,100,1000,0.3,0,6,6
16,day,yes,Visual,PMD,4,0.1,5.3,1,53,100,1000,0.1,0,5.3,5
18,night,no,Visual,PMD,1,1.5,21.1,15,211,100,1000,1.5,2,21.1,21
18,night,no,Visual,PMD,2,2.3,20.2,23,202,100,1000,2.3,2,20.2,20
20,ALAN,yes,Visual,PMD,1,3.5,28.4,35,284,100,1000,3.5,4,28.4,28
20,ALAN,yes,Visual,PMD,2,3.7,30.2,37,302,100,1000,3.7,4,30.2,30
21,night,no,Visual,PMD,1,1,6.3,10,63,100,1000,1,1,6.3,6
21,night,no,Visual,PMD,2,0.5,16.9,5,169,100,1000,0.5,1,16.9,17
21,night,no,Visual,PMD,3,1,20.8,10,208,100,1000,1,1,20.8,21
22,night,no,Visual,PMD,1,1.3,13.1,13,131,100,1000,1.3,1,13.1,13
22,night,no,Visual,PMD,2,1.7,20.7,17,207,100,1000,1.7,2,20.7,21
24,day,yes,Visual,PMD,1,2.3,17.1,23,171,100,1000,2.3,2,17.1,17
24,day,yes,Visual,PMD,2,0.9,12.5,9,125,100,1000,0.9,1,12.5,13
24,day,yes,Visual,PMD,3,0.9,9.8,9,98,100,1000,0.9,1,9.8,10
24,day,yes,Visual,PMD,4,0.5,11.7,5,117,100,1000,0.5,1,11.7,12
2,ALAN,no,Visual,PH,1,4.9,19.4,49,194,100,1000,4.9,5,19.4,19
2,ALAN,no,Visual,PH,2,2.4,17.8,24,178,100,1000,2.4,2,17.8,18
2,ALAN,no,Visual,PH,3,9,26.6,90,266,100,1000,9,9,26.6,27
3,ALAN,no,Visual,PH,1,3.7,35.4,37,354,100,1000,3.7,4,35.4,35
3,ALAN,no,Visual,PH,2,4.5,24.3,45,243,100,1000,4.5,5,24.3,24
